pid,A,Y,X
159,0.0,-3.2238,-1.0526
160,1.0,2.105,0.5112
161,0.0,-0.3713,-0.2208
162,0.0,-0.5858,-1.4503
163,0.0,-0.581,-0.7081
164,0.0,-0.2324,-0.4842
165,1.0,1.5003,-1.0514
166,0.0,-1.1064,-0.4928
167,1.0,1.5911,0.1286
168,0.0,0.2319,-0.2701
169,0.0,-0.5855,-0.88
170,1.0,1.831,0.7451
171,1.0,4.9302,1.5829
172,0.0,1.1102,0.8828
173,0.0,-0.899,-1.0952
174,0.0,-1.3806,-0.8215
175,0.0,-1.9101,0.0947
176,0.0,-0.0843,0.1831
177,1.0,1.6412,-0.9539
178,0.0,0.8515,0.4837
179,0.0,0.4278,0.0217
180,0.0,0.4671,-1.2312
181,0.0,-0.5579,-1.773
182,1.0,1.0582,0.0057
183,0.0,-2.4808,-0.6702
184,1.0,5.1897,1.9604
185,0.0,0.9615,-0.9498
186,0.0,-0.9923,-0.5993
187,1.0,9.1442,2.8348
188,0.0,-1.8364,-1.1785
189,0.0,2.069,1.0377
190,0.0,-0.177,0.1942
191,1.0,0.4649,-0.2986
192,1.0,0.5971,-1.0815
193,0.0,-1.0695,0.1441
194,1.0,4.6559,1.5791
195,0.0,2.281,0.8922
196,0.0,-1.4265,0.0075
197,1.0,3.288,0.9404
198,1.0,1.6284,-0.3518
199,1.0,1.2456,0.2049
200,1.0,5.8937,1.2151
201,0.0,-0.4792,0.0942
202,1.0,3.7996,0.8932
203,0.0,-2.3301,0.1473
204,0.0,0.3599,-1.051
205,1.0,3.926,1.3456
206,1.0,0.7845,-0.7042
207,1.0,4.8961,1.3721
208,0.0,1.531,1.103
209,1.0,3.357,1.4537
210,0.0,-0.2491,0.8067
211,0.0,-2.691,-0.1511
212,1.0,-0.0719,-0.9026
213,0.0,-2.7771,-0.5113
214,1.0,-0.0695,-0.5131
215,1.0,3.8153,1.0701
216,0.0,-1.1303,-1.6556
217,1.0,3.4153,0.9988
218,0.0,0.9347,-0.2516
219,1.0,2.1724,0.4607
220,0.0,1.1609,0.9379
221,1.0,1.0816,0.64
222,1.0,3.4136,1.0817
223,0.0,-1.7775,-0.6806
224,0.0,-0.7274,-0.4218
225,1.0,0.5365,-1.3269
226,1.0,2.0438,-0.1984
227,1.0,2.1483,-0.1114
228,0.0,0.8265,0.4136
229,1.0,0.3255,0.6053
230,1.0,4.3683,1.2415
231,1.0,4.6599,1.3238
232,0.0,-2.5478,-0.5708
233,1.0,1.235,-0.1836
234,0.0,-0.848,-0.3819
235,0.0,-0.8346,-0.2856
236,1.0,3.0793,1.1404
237,1.0,4.1763,1.5627
238,1.0,1.936,0.7495
239,1.0,2.81,0.581
240,0.0,-1.7267,-0.8456
241,0.0,-1.4819,-0.504
242,1.0,2.1053,-0.0873
243,0.0,1.775,-2.3306
244,1.0,1.5639,0.4164
245,0.0,-0.0546,-0.1543
246,1.0,8.0163,1.8574
247,1.0,0.9428,-0.1137
248,0.0,-0.802,-1.6719
249,0.0,-0.9296,0.1472
250,0.0,-0.9848,-0.1335
251,0.0,-1.4457,0.2864
252,0.0,0.421,-1.1096
253,0.0,-0.8531,0.0561
254,0.0,0.3177,-1.7909
255,0.0,1.2067,0.3961
256,1.0,1.6551,-0.1499
257,0.0,1.1198,-2.2803
258,1.0,1.6572,0.7359
259,1.0,2.6206,1.1032
260,1.0,2.5168,1.1837
261,0.0,0.8645,0.7323
262,0.0,0.1888,-0.5861
263,0.0,-1.6349,-0.7148
264,1.0,0.7836,0.5303
265,1.0,2.4708,1.148
266,1.0,11.9419,2.8206
267,0.0,0.37,0.3552
268,0.0,-1.657,-1.7482
269,1.0,-0.6456,-0.3093
270,1.0,1.7453,0.8671
271,0.0,0.0195,0.6636
272,1.0,2.9587,1.0782
273,1.0,1.8972,-0.8887
274,1.0,1.7793,-0.4096
275,1.0,4.1218,0.7181
276,0.0,0.2623,0.4381
277,1.0,1.2673,0.4171
278,0.0,-0.2891,-0.5996
279,0.0,-0.5199,-0.4702
280,1.0,0.4349,0.5285
281,1.0,2.7283,0.9218
282,1.0,1.3602,-1.2732
283,0.0,0.1836,0.2242
284,0.0,0.8911,0.6022
285,1.0,0.7445,0.3198
286,1.0,1.5678,0.351
287,1.0,1.7456,-0.0771
288,0.0,-2.6715,-0.7347
289,0.0,0.1907,1.1738
290,0.0,-0.6801,-1.2764
291,0.0,-1.6003,0.2922
292,0.0,-0.3517,-1.1644
293,0.0,-1.1537,-0.6373
294,0.0,-1.2951,-0.1495
295,0.0,-1.2325,-1.0626
296,1.0,2.7472,0.0709
297,1.0,4.5965,0.8446
298,1.0,4.2846,1.1845
299,0.0,-0.3669,-0.4644
300,1.0,2.2632,0.2944
301,1.0,2.785,-0.5066
302,0.0,-0.224,-1.1367
303,0.0,-2.2384,-0.5948
304,1.0,6.8432,2.0143
305,0.0,-1.5927,-1.0524
306,0.0,-2.6063,-0.6117
307,0.0,-1.2067,-0.3677
308,1.0,2.9467,0.9767
309,0.0,0.8228,0.1041
310,0.0,-1.2587,-0.5775
311,1.0,0.6077,-0.6425
312,0.0,-0.4858,0.2064
313,0.0,-0.4591,0.2009
314,0.0,1.082,-1.8163
315,1.0,1.4145,0.0683
316,0.0,-1.379,0.1507
317,0.0,-0.8907,0.3412
318,1.0,0.7261,-0.396
319,0.0,0.2788,0.4722
320,0.0,-2.7265,-1.17
321,1.0,1.1033,0.2083
322,1.0,10.6081,2.7672
323,1.0,1.6001,0.428
324,0.0,0.1289,-0.9328
325,1.0,1.6543,0.6026
326,1.0,2.5931,0.9941
327,1.0,3.1168,0.7563
328,1.0,1.4271,-0.3287
329,0.0,-0.5472,0.1202
330,1.0,1.0786,0.2933
331,1.0,13.5616,3.2394
332,0.0,0.6679,-1.8992
333,1.0,-0.2314,-0.3693
334,0.0,-1.3071,-0.2717
335,0.0,-1.1902,-0.3343
336,1.0,1.9019,0.0875
337,1.0,3.309,1.1389
338,0.0,-2.2593,-1.2537
339,1.0,0.3742,-0.1858
340,0.0,-0.8872,-0.9866
341,1.0,1.6216,0.6216
342,1.0,6.1217,1.8751
343,0.0,0.1087,-1.0036
344,0.0,-1.3663,-0.1502
345,0.0,-0.6209,-0.3837
346,0.0,-1.0835,-0.9633
347,0.0,-0.7861,-0.4386
348,1.0,2.4118,-0.0607
349,1.0,0.7269,-1.288
350,1.0,2.3304,0.7598
351,0.0,-2.7015,-0.9382
352,0.0,2.83,-2.172
353,0.0,-0.1752,0.1125
354,0.0,-2.5692,-0.2593
355,1.0,2.9102,0.6896
356,1.0,1.0154,-0.0393
357,1.0,-0.4037,0.3001
358,0.0,0.4974,0.5335
359,0.0,-1.3821,-1.2598
360,1.0,4.9726,1.5365
361,1.0,2.5031,0.9193
362,0.0,1.5976,1.2107
363,0.0,-0.4922,-0.738
364,1.0,2.4172,0.0876
365,1.0,0.912,0.1985
366,0.0,-1.4391,-1.3605
367,1.0,1.7545,0.5909
368,0.0,-0.2432,0.4973
369,1.0,2.5674,0.5038
370,0.0,0.7569,0.2192
371,0.0,-0.8959,1.0774
372,0.0,-1.5111,0.5105
373,0.0,0.6105,0.3623
374,1.0,3.2682,0.8127
375,1.0,2.7744,-0.2
376,1.0,0.6114,-0.3895
377,1.0,3.3793,0.8264
378,1.0,-1.0135,-0.1047
379,0.0,0.7299,0.3212
380,0.0,-0.1315,-1.4646
381,1.0,0.6751,0.2528
382,0.0,-0.9443,-1.7519
383,0.0,-1.8934,-0.6221
384,1.0,1.0711,-0.1958
385,1.0,9.9898,2.4262
386,0.0,-1.1813,-0.2566
387,1.0,3.4684,0.7582
388,0.0,-1.5679,-0.5625
389,0.0,0.0744,-0.3079
390,0.0,-2.1321,-1.6443
391,1.0,2.985,1.0801
392,0.0,0.6705,0.5631
393,1.0,2.7412,0.7937
394,1.0,0.3537,0.3805
395,0.0,-0.0963,-0.0734
396,1.0,1.9074,0.616
397,0.0,-1.6469,-0.0652
398,1.0,5.317,1.4637
399,1.0,2.1897,0.5672
400,0.0,-1.2217,-0.3528
401,0.0,-0.3572,-1.1574
402,0.0,-0.5965,-0.1822
403,0.0,-0.091,-1.1057
404,1.0,3.1743,0.43
405,0.0,-1.1963,-0.074
406,0.0,-0.6757,-1.6619
407,1.0,4.3008,1.168
408,0.0,-2.8877,-0.6311
409,0.0,-1.3423,-1.884
410,1.0,3.0337,1.3508
411,1.0,-0.3588,-0.3295
412,0.0,-1.6988,-0.551
413,1.0,-0.0493,-0.5539
414,1.0,0.6402,0.0706
415,1.0,1.2548,-0.0934
416,0.0,-0.6107,-1.237
417,0.0,0.7037,0.0098
418,0.0,-1.6592,0.0131
419,0.0,-0.3721,0.3952
420,0.0,-0.5928,-1.6143
421,0.0,-0.2145,-0.3886
422,1.0,1.2471,-1.403
423,1.0,2.3132,-0.6307
424,0.0,-0.5999,-1.2179
425,0.0,0.4053,0.3771
426,0.0,-1.725,-0.1423
427,1.0,1.1386,-0.1575
428,0.0,-1.1673,0.1701
429,0.0,-1.1127,-0.9108
430,0.0,0.8508,-1.3301
431,1.0,0.8424,-1.2345
432,1.0,3.0299,1.0697
433,0.0,-1.2363,-0.3214
434,0.0,6.7473,2.4106
435,0.0,3.2256,0.7905
436,1.0,-0.5138,0.0817
437,1.0,2.0652,0.869
438,1.0,1.2284,-0.6825
439,1.0,3.7451,0.1902
440,1.0,2.4023,-0.035
441,1.0,3.5855,0.9405
442,0.0,-1.6844,-1.5313
443,1.0,1.5583,-0.975
444,1.0,2.4976,0.511
445,1.0,2.8169,0.8501
446,1.0,6.1579,1.5408
447,0.0,-1.5917,-0.0509
448,1.0,0.4903,0.1314
449,0.0,-0.1465,-1.3468
450,1.0,2.2337,0.5204
451,0.0,0.2492,0.6325
452,1.0,2.205,-0.2509
453,1.0,1.883,0.3488
454,0.0,0.2921,0.2116
455,0.0,-0.5985,0.4859
456,0.0,-2.12,0.1049
457,1.0,3.4448,1.4968
458,1.0,6.6378,2.0923
459,0.0,-0.3721,-0.1568
460,1.0,1.7911,-0.1053
461,0.0,-1.3297,-1.2756
462,1.0,1.727,-0.0296
463,0.0,2.5814,1.2839
464,0.0,-0.8308,-0.9714
465,0.0,-1.5698,-0.781
466,1.0,4.3152,1.6749
467,1.0,2.8351,-1.7482
468,1.0,2.4222,1.1054
469,1.0,2.385,0.6244
470,0.0,-0.6767,0.0307
471,0.0,0.069,-0.6138
472,0.0,0.4315,0.3093
473,1.0,2.462,1.3847
474,0.0,-1.4933,-1.2575
475,0.0,2.4875,1.6356
476,0.0,0.4385,0.9354
477,0.0,-0.3066,-0.5212
478,0.0,0.0717,0.0082
479,0.0,0.4511,0.9037
480,0.0,-3.2935,-1.253
481,1.0,1.4256,-1.5505
482,1.0,1.1398,-1.1247
483,0.0,-1.8734,-1.1535
484,1.0,1.5605,0.1195
485,1.0,4.1291,0.9256
486,0.0,-2.6736,-0.8046
487,1.0,2.6738,-1.4331
488,0.0,-1.6416,0.0516
489,0.0,-2.1819,-0.7243
490,1.0,2.0232,-0.3298
491,0.0,-1.0897,0.1561
492,0.0,0.0531,0.5882
493,1.0,2.9753,0.2382
494,1.0,2.0684,0.3914
495,1.0,1.0865,-0.0753
496,0.0,-0.3334,1.2949
497,1.0,0.123,-0.8721
498,1.0,12.1519,2.9857
499,0.0,0.8343,0.0797
